"rowid","ARU.ID","ARU.Name","Date","Hour","Minute","Second","Species","Confidence","File","Week","True.Positive"
1019,67003,"UF2-1","20240608",7,4,9,"Pine Warbler",0.752375245094299,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070400.wav",23,NA
1020,67002,"UF3-4","20240528",8,2,9,"Pine Warbler",0.883724570274353,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080200.wav",22,NA
1021,67003,"UF2-1","20240608",7,3,36,"Pine Warbler",0.620445013046265,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070300.wav",23,NA
1022,67003,"UF2-1","20240608",7,3,57,"Pine Warbler",0.797000288963318,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070300.wav",23,NA
1023,67001,"UF3-7","20240608",7,1,0,"Pine Warbler",0.82576596736908,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070100.wav",23,NA
1024,67004,"UF2-12","20240607",8,2,48,"Pine Warbler",0.684011399745941,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240607_080200.wav",23,NA
1025,67004,"UF2-12","20240522",6,2,0,"Pine Warbler",0.701973855495453,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240522_060200.wav",21,NA
1026,66998,"UF3-1","20240521",7,1,9,"Pine Warbler",0.505569934844971,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240521_070100.wav",21,NA
1027,67001,"UF3-7","20240613",8,1,42,"Pine Warbler",0.766746878623962,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240613_080100.wav",24,NA
1028,67001,"UF3-7","20240618",7,4,12,"Pine Warbler",0.612915933132172,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240618_070400.wav",25,NA
1029,67002,"UF3-4","20240528",8,3,18,"Pine Warbler",0.905771374702454,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080300.wav",22,NA
1030,66998,"UF3-1","20240521",7,2,15,"Pine Warbler",0.63384610414505,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240521_070200.wav",21,NA
1031,67000,"UF3-9","20240522",7,1,33,"Pine Warbler",0.513619184494019,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240522_070100.wav",21,NA
1032,67002,"UF3-4","20240528",8,3,54,"Pine Warbler",0.743572533130646,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080300.wav",22,NA
1033,67004,"UF2-12","20240531",7,2,24,"Pine Warbler",0.697030246257782,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240531_070200.wav",22,NA
1034,67003,"UF2-1","20240611",7,0,30,"Pine Warbler",0.548037111759186,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240611_070000.wav",24,NA
1035,67003,"UF2-1","20240611",7,0,0,"Pine Warbler",0.482743352651596,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240611_070000.wav",24,NA
1036,67002,"UF3-4","20240528",8,3,39,"Pine Warbler",0.929412543773651,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080300.wav",22,NA
1037,67004,"UF2-12","20240601",7,0,27,"Pine Warbler",0.925265312194824,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240601_070000.wav",22,NA
1038,67004,"UF2-12","20240609",6,4,18,"Pine Warbler",0.665573000907898,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240609_060400.wav",23,NA
1039,67000,"UF3-9","20240522",7,0,24,"Pine Warbler",0.40074211359024,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240522_070000.wav",21,NA
1040,67002,"UF3-4","20240531",8,3,54,"Pine Warbler",0.811655342578888,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240531_080300.wav",22,NA
1041,67003,"UF2-1","20240611",6,2,0,"Pine Warbler",0.414982527494431,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240611_060200.wav",24,NA
1042,67001,"UF3-7","20240608",8,3,12,"Pine Warbler",0.419872343540192,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_080300.wav",23,NA
1043,66998,"UF3-1","20240521",8,2,30,"Pine Warbler",0.392626196146011,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240521_080200.wav",21,NA
1044,66998,"UF3-1","20240531",6,3,33,"Pine Warbler",0.515771448612213,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240531_060300.wav",22,NA
1045,67001,"UF3-7","20240608",7,1,3,"Pine Warbler",0.611688435077667,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070100.wav",23,NA
1046,67001,"UF3-7","20240612",8,1,30,"Pine Warbler",0.575687289237976,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240612_080100.wav",24,NA
1047,67005,"UF2-4","20240612",8,2,18,"Pine Warbler",0.59362405538559,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240612_080200.wav",24,NA
1048,67003,"UF2-1","20240611",7,0,27,"Pine Warbler",0.365667343139648,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240611_070000.wav",24,NA
1049,67003,"UF2-1","20240611",7,2,30,"Pine Warbler",0.653584897518158,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240611_070200.wav",24,NA
1050,67003,"UF2-1","20240609",6,3,12,"Pine Warbler",0.439334452152252,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240609_060300.wav",23,NA
1051,67001,"UF3-7","20240610",6,3,45,"Pine Warbler",0.79337203502655,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240610_060300.wav",24,NA
1052,67004,"UF2-12","20240531",7,4,9,"Pine Warbler",0.754904210567474,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240531_070400.wav",22,NA
1053,67004,"UF2-12","20240601",7,2,21,"Pine Warbler",0.708895444869995,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240601_070200.wav",22,NA
1054,67001,"UF3-7","20240608",7,2,9,"Pine Warbler",0.858067631721497,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070200.wav",23,NA
1055,67001,"UF3-7","20240608",7,0,24,"Pine Warbler",0.684573411941528,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070000.wav",23,NA
1056,66998,"UF3-1","20240531",7,0,51,"Pine Warbler",0.63421767950058,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240531_070000.wav",22,NA
1057,67003,"UF2-1","20240608",7,4,30,"Pine Warbler",0.798471391201019,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070400.wav",23,NA
1058,67004,"UF2-12","20240522",6,3,6,"Pine Warbler",0.609906673431396,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240522_060300.wav",21,NA
1059,67003,"UF2-1","20240609",7,3,24,"Pine Warbler",0.533752083778381,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240609_070300.wav",23,NA
1060,67002,"UF3-4","20240528",8,3,30,"Pine Warbler",0.949286997318268,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080300.wav",22,NA
1061,67000,"UF3-9","20240519",6,1,9,"Pine Warbler",0.570078015327454,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240519_060100.wav",20,NA
1062,67002,"UF3-4","20240525",8,4,15,"Pine Warbler",0.674508094787598,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240525_080400.wav",21,NA
1063,67004,"UF2-12","20240517",8,2,27,"Pine Warbler",0.49590066075325,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240517_080200.wav",20,NA
1064,67001,"UF3-7","20240608",7,2,48,"Pine Warbler",0.847129106521606,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070200.wav",23,NA
1065,67001,"UF3-7","20240608",8,2,42,"Pine Warbler",0.535403966903687,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_080200.wav",23,NA
1066,67001,"UF3-7","20240608",7,0,18,"Pine Warbler",0.753886878490448,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070000.wav",23,NA
1067,67001,"UF3-7","20240608",7,4,18,"Pine Warbler",0.944526255130768,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070400.wav",23,NA
1068,67004,"UF2-12","20240529",7,2,6,"Pine Warbler",0.644187152385712,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240529_070200.wav",22,NA
1069,67003,"UF2-1","20240611",7,3,57,"Pine Warbler",0.741531729698181,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240611_070300.wav",24,NA
1070,67002,"UF3-4","20240528",8,1,15,"Pine Warbler",0.882981538772583,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080100.wav",22,NA
1071,66999,"UF3-2","20240602",7,0,12,"Pine Warbler",0.685593843460083,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240602_070000.wav",22,NA
1072,67003,"UF2-1","20240608",7,1,18,"Pine Warbler",0.67995285987854,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070100.wav",23,NA
1073,67003,"UF2-1","20240611",7,1,18,"Pine Warbler",0.854325473308563,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240611_070100.wav",24,NA
1074,67002,"UF3-4","20240528",8,2,12,"Pine Warbler",0.82475358247757,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080200.wav",22,NA
1075,67001,"UF3-7","20240608",7,4,27,"Pine Warbler",0.93240487575531,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070400.wav",23,NA
1076,67003,"UF2-1","20240608",7,2,27,"Pine Warbler",0.874157965183258,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070200.wav",23,NA
1077,67002,"UF3-4","20240528",8,1,33,"Pine Warbler",0.549491763114929,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080100.wav",22,NA
1078,67003,"UF2-1","20240609",6,1,21,"Pine Warbler",0.751017570495605,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240609_060100.wav",23,NA
1079,67002,"UF3-4","20240528",8,4,54,"Pine Warbler",0.653069376945496,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080400.wav",22,NA
1080,67002,"UF3-4","20240528",8,1,45,"Pine Warbler",0.907145440578461,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080100.wav",22,NA
1081,67006,"UF2-6","20240519",6,4,18,"Pine Warbler",0.548495531082153,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240519_060400.wav",20,NA
1082,67006,"UF2-6","20240531",7,3,27,"Pine Warbler",0.557839334011078,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240531_070300.wav",22,NA
1083,67002,"UF3-4","20240528",8,2,45,"Pine Warbler",0.91866260766983,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080200.wav",22,NA
1084,67000,"UF3-9","20240522",7,0,39,"Pine Warbler",0.640218019485474,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240522_070000.wav",21,NA
1085,67003,"UF2-1","20240608",7,4,39,"Pine Warbler",0.914144337177277,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070400.wav",23,NA
1086,67006,"UF2-6","20240531",8,2,24,"Pine Warbler",0.881185948848724,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240531_080200.wav",22,NA
1087,67004,"UF2-12","20240522",6,0,36,"Pine Warbler",0.718959510326385,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240522_060000.wav",21,NA
1088,67002,"UF3-4","20240519",6,1,39,"Pine Warbler",0.502235054969788,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240519_060100.wav",20,NA
1089,67001,"UF3-7","20240608",7,0,33,"Pine Warbler",0.724318981170654,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070000.wav",23,NA
1090,67003,"UF2-1","20240608",7,1,57,"Pine Warbler",0.814946591854095,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070100.wav",23,NA
1091,67001,"UF3-7","20240608",7,4,6,"Pine Warbler",0.33819368481636,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070400.wav",23,NA
1092,67003,"UF2-1","20240608",7,1,0,"Pine Warbler",0.61991411447525,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070100.wav",23,NA
1093,67003,"UF2-1","20240608",7,2,18,"Pine Warbler",0.535663843154907,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070200.wav",23,NA
1094,67001,"UF3-7","20240608",7,3,54,"Pine Warbler",0.909652531147003,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070300.wav",23,NA
1095,67004,"UF2-12","20240524",8,1,9,"Pine Warbler",0.340489059686661,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240524_080100.wav",21,NA
1096,67003,"UF2-1","20240608",7,1,15,"Pine Warbler",0.613359093666077,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070100.wav",23,NA
1097,67004,"UF2-12","20240522",6,3,27,"Pine Warbler",0.634026050567627,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240522_060300.wav",21,NA
1098,67003,"UF2-1","20240608",7,4,6,"Pine Warbler",0.846714556217194,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070400.wav",23,NA
1099,67001,"UF3-7","20240608",7,3,45,"Pine Warbler",0.873199284076691,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070300.wav",23,NA
1100,67003,"UF2-1","20240608",7,3,9,"Pine Warbler",0.50034099817276,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070300.wav",23,NA
1101,67005,"UF2-4","20240605",6,2,18,"Prothonotary Warbler",0.394755274057388,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060200.wav",23,NA
1102,67004,"UF2-12","20240607",6,4,0,"Prothonotary Warbler",0.673122465610504,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060400.wav",23,NA
1103,67006,"UF2-6","20240525",6,2,42,"Prothonotary Warbler",0.302426099777222,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240525_060200.wav",21,NA
1104,67005,"UF2-4","20240605",6,1,9,"Prothonotary Warbler",0.444704949855804,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060100.wav",23,NA
1105,67006,"UF2-6","20240606",8,0,27,"Prothonotary Warbler",0.335896849632263,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_080000.wav",23,NA
1106,67006,"UF2-6","20240606",6,4,51,"Prothonotary Warbler",0.529566884040833,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060400.wav",23,NA
1107,67003,"UF2-1","20240605",8,0,21,"Prothonotary Warbler",0.36622616648674,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_080000.wav",23,NA
1108,67007,"UF2-9","20240606",6,1,36,"Prothonotary Warbler",0.40386375784874,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060100.wav",23,NA
1109,67006,"UF2-6","20240607",6,1,51,"Prothonotary Warbler",0.506151497364044,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060100.wav",23,NA
1110,67005,"UF2-4","20240606",6,2,54,"Prothonotary Warbler",0.358733415603638,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060200.wav",23,NA
1111,67005,"UF2-4","20240605",6,0,9,"Prothonotary Warbler",0.471664249897003,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060000.wav",23,NA
1112,67007,"UF2-9","20240609",8,2,48,"Prothonotary Warbler",0.355349034070969,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080200.wav",23,NA
1113,67006,"UF2-6","20240607",6,4,54,"Prothonotary Warbler",0.376125365495682,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060400.wav",23,NA
1114,67005,"UF2-4","20240606",6,3,48,"Prothonotary Warbler",0.543615281581879,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060300.wav",23,NA
1115,67005,"UF2-4","20240605",6,0,36,"Prothonotary Warbler",0.418081343173981,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060000.wav",23,NA
1116,67005,"UF2-4","20240605",6,0,42,"Prothonotary Warbler",0.544576525688171,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060000.wav",23,NA
1117,66998,"UF3-1","20240607",6,0,36,"Prothonotary Warbler",0.412294328212738,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060000.wav",23,NA
1118,67006,"UF2-6","20240607",6,3,42,"Prothonotary Warbler",0.442026078701019,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060300.wav",23,NA
1119,67003,"UF2-1","20240607",6,1,48,"Prothonotary Warbler",0.468728542327881,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060100.wav",23,NA
1120,67007,"UF2-9","20240605",6,3,36,"Prothonotary Warbler",0.341950714588165,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060300.wav",23,NA
1121,67007,"UF2-9","20240605",6,4,0,"Prothonotary Warbler",0.647220313549042,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060400.wav",23,NA
1122,67004,"UF2-12","20240606",6,1,3,"Prothonotary Warbler",0.409016519784927,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060100.wav",23,NA
1123,67005,"UF2-4","20240605",6,2,0,"Prothonotary Warbler",0.30290612578392,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060200.wav",23,NA
1124,67005,"UF2-4","20240605",6,2,51,"Prothonotary Warbler",0.463485330343246,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060200.wav",23,NA
1125,67006,"UF2-6","20240606",8,3,3,"Prothonotary Warbler",0.520957589149475,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_080300.wav",23,NA
1126,67007,"UF2-9","20240609",8,3,39,"Prothonotary Warbler",0.486911922693253,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080300.wav",23,NA
1127,66998,"UF3-1","20240605",6,3,42,"Prothonotary Warbler",0.360486388206482,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060300.wav",23,NA
1128,67007,"UF2-9","20240605",6,2,18,"Prothonotary Warbler",0.435034424066544,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060200.wav",23,NA
1129,67003,"UF2-1","20240607",6,3,33,"Prothonotary Warbler",0.440175235271454,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060300.wav",23,NA
1130,67004,"UF2-12","20240519",6,2,3,"Prothonotary Warbler",0.460538238286972,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240519_060200.wav",20,NA
1131,67005,"UF2-4","20240604",8,3,51,"Prothonotary Warbler",0.407940864562988,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240604_080300.wav",23,NA
1132,67007,"UF2-9","20240607",6,2,18,"Prothonotary Warbler",0.457014203071594,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060200.wav",23,NA
1133,67007,"UF2-9","20240528",8,4,27,"Prothonotary Warbler",0.34690660238266,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240528_080400.wav",22,NA
1134,67006,"UF2-6","20240607",6,4,36,"Prothonotary Warbler",0.30173259973526,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060400.wav",23,NA
1135,67005,"UF2-4","20240605",6,0,3,"Prothonotary Warbler",0.346736639738083,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060000.wav",23,NA
1136,67006,"UF2-6","20240606",6,1,18,"Prothonotary Warbler",0.304127544164658,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060100.wav",23,NA
1137,67007,"UF2-9","20240605",6,0,36,"Prothonotary Warbler",0.320415675640106,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060000.wav",23,NA
1138,67003,"UF2-1","20240605",8,1,15,"Prothonotary Warbler",0.326900541782379,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_080100.wav",23,NA
1139,67007,"UF2-9","20240609",8,3,57,"Prothonotary Warbler",0.368485391139984,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080300.wav",23,NA
1140,67003,"UF2-1","20240607",6,0,48,"Prothonotary Warbler",0.349414199590683,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060000.wav",23,NA
1141,67007,"UF2-9","20240607",6,4,27,"Prothonotary Warbler",0.452299952507019,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060400.wav",23,NA
1142,67006,"UF2-6","20240606",6,2,30,"Prothonotary Warbler",0.462561190128326,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060200.wav",23,NA
1143,67007,"UF2-9","20240609",8,2,24,"Prothonotary Warbler",0.4837786257267,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080200.wav",23,NA
1144,67003,"UF2-1","20240528",8,3,30,"Prothonotary Warbler",0.344374686479568,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240528_080300.wav",22,NA
1145,67005,"UF2-4","20240606",6,4,27,"Prothonotary Warbler",0.315869987010956,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060400.wav",23,NA
1146,67007,"UF2-9","20240526",8,1,48,"Prothonotary Warbler",0.330540031194687,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240526_080100.wav",21,NA
1147,67006,"UF2-6","20240606",6,1,30,"Prothonotary Warbler",0.330357521772385,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060100.wav",23,NA
1148,67007,"UF2-9","20240519",6,0,36,"Prothonotary Warbler",0.367331624031067,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240519_060000.wav",20,NA
1149,67003,"UF2-1","20240607",6,4,51,"Prothonotary Warbler",0.489637106657028,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060400.wav",23,NA
1150,67005,"UF2-4","20240606",6,4,18,"Prothonotary Warbler",0.360216468572617,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060400.wav",23,NA
1151,67007,"UF2-9","20240607",6,4,18,"Prothonotary Warbler",0.419699341058731,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060400.wav",23,NA
1152,67003,"UF2-1","20240519",6,4,9,"Prothonotary Warbler",0.347440481185913,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240519_060400.wav",20,NA
1153,66998,"UF3-1","20240607",6,1,42,"Prothonotary Warbler",0.442991137504578,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060100.wav",23,NA
1154,67004,"UF2-12","20240605",6,0,27,"Prothonotary Warbler",0.519417881965637,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060000.wav",23,NA
1155,67000,"UF3-9","20240607",6,2,33,"Prothonotary Warbler",0.477189570665359,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060200.wav",23,NA
1156,67005,"UF2-4","20240607",6,2,42,"Prothonotary Warbler",0.362407088279724,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060200.wav",23,NA
1157,67006,"UF2-6","20240606",6,0,0,"Prothonotary Warbler",0.543447852134705,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060000.wav",23,NA
1158,67007,"UF2-9","20240519",6,2,15,"Prothonotary Warbler",0.30143016576767,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240519_060200.wav",20,NA
