"","rowid","ARU.ID","ARU.Name","Date","Hour","Minute","Second","Species","Confidence","File","Week","Weight","True.Positive","Real.ID"
"977",977,67004,"UF2-12",20240603,8,0,36,"Pine Warbler",0.305131673812866,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240603_080000.wav",23,0.2,NA,NA
"978",978,67003,"UF2-1",20240608,7,3,36,"Pine Warbler",0.620445013046265,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070300.wav",23,0.7,NA,NA
"979",979,67006,"UF2-6",20240613,8,2,24,"Pine Warbler",0.633617401123047,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240613_080200.wav",24,0.7,NA,NA
"980",980,67001,"UF3-7",20240608,8,3,27,"Pine Warbler",0.645334541797638,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_080300.wav",23,0.7,NA,NA
"981",981,67001,"UF3-7",20240608,8,0,36,"Pine Warbler",0.524879693984985,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_080000.wav",23,0.7,NA,NA
"982",982,67000,"UF3-9",20240522,7,1,48,"Pine Warbler",0.500578343868256,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240522_070100.wav",21,0.7,NA,NA
"983",983,67006,"UF2-6",20240531,7,3,27,"Pine Warbler",0.557839334011078,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240531_070300.wav",22,0.7,NA,NA
"984",984,66998,"UF3-1",20240521,8,2,57,"Pine Warbler",0.710778653621674,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240521_080200.wav",21,0.7,NA,NA
"985",985,67004,"UF2-12",20240522,6,3,39,"Pine Warbler",0.713593244552612,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240522_060300.wav",21,0.7,NA,NA
"986",986,67003,"UF2-1",20240520,7,1,42,"Pine Warbler",0.532685875892639,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240520_070100.wav",21,0.7,NA,NA
"987",987,67004,"UF2-12",20240522,6,1,15,"Pine Warbler",0.509368777275085,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240522_060100.wav",21,0.7,NA,NA
"988",988,67004,"UF2-12",20240610,8,2,24,"Pine Warbler",0.31799989938736,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240610_080200.wav",24,0.2,NA,NA
"989",989,67002,"UF3-4",20240528,8,2,54,"Pine Warbler",0.891879081726074,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080200.wav",22,0.7,NA,NA
"990",990,67002,"UF3-4",20240528,8,3,6,"Pine Warbler",0.953699707984924,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240528_080300.wav",22,0.7,NA,NA
"991",991,67001,"UF3-7",20240608,7,4,18,"Pine Warbler",0.944526255130768,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070400.wav",23,0.7,NA,NA
"992",992,67006,"UF2-6",20240531,8,1,57,"Pine Warbler",0.350480377674103,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240531_080100.wav",22,0.2,NA,NA
"993",993,67001,"UF3-7",20240615,7,3,0,"Pine Warbler",0.659420192241669,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240615_070300.wav",24,0.7,NA,NA
"994",994,67003,"UF2-1",20240611,6,3,45,"Pine Warbler",0.215788304805756,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240611_060300.wav",24,0.1,NA,NA
"995",995,67004,"UF2-12",20240522,6,3,6,"Pine Warbler",0.609906673431396,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240522_060300.wav",21,0.7,NA,NA
"996",996,67003,"UF2-1",20240609,6,1,45,"Pine Warbler",0.220709353685379,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240609_060100.wav",23,0.1,NA,NA
"997",997,67001,"UF3-7",20240608,7,1,57,"Pine Warbler",0.927853643894196,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070100.wav",23,0.7,NA,NA
"998",998,67003,"UF2-1",20240611,7,0,51,"Pine Warbler",0.618630170822144,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240611_070000.wav",24,0.7,NA,NA
"999",999,67003,"UF2-1",20240608,7,3,48,"Pine Warbler",0.347755253314972,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240608_070300.wav",23,0.2,NA,NA
"1000",1000,67001,"UF3-7",20240612,8,1,18,"Pine Warbler",0.599595367908478,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Pine_Warbler\20240612_080100.wav",24,0.7,NA,NA
"1001",1001,66998,"UF3-1",20240521,7,0,54,"Prothonotary Warbler",0.209603905677795,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240521_070000.wav",21,0.1,NA,NA
"1002",1002,67004,"UF2-12",20240605,6,0,27,"Prothonotary Warbler",0.519417881965637,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060000.wav",23,0.7,NA,NA
"1003",1003,67006,"UF2-6",20240608,6,4,33,"Prothonotary Warbler",0.201523467898369,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240608_060400.wav",23,0.1,NA,NA
"1004",1004,67007,"UF2-9",20240609,8,3,54,"Prothonotary Warbler",0.309407591819763,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080300.wav",23,0.2,NA,NA
"1005",1005,67005,"UF2-4",20240605,6,3,57,"Prothonotary Warbler",0.381903290748596,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060300.wav",23,0.2,NA,NA
"1006",1006,67007,"UF2-9",20240607,6,1,6,"Prothonotary Warbler",0.390533268451691,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060100.wav",23,0.2,NA,NA
"1007",1007,66998,"UF3-1",20240603,7,2,24,"Prothonotary Warbler",0.229042246937752,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240603_070200.wav",23,0.1,NA,NA
"1008",1008,67006,"UF2-6",20240523,6,0,42,"Prothonotary Warbler",0.262776374816895,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240523_060000.wav",21,0.2,NA,NA
"1009",1009,66998,"UF3-1",20240605,8,3,3,"Prothonotary Warbler",0.351254671812057,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_080300.wav",23,0.2,NA,NA
"1010",1010,67004,"UF2-12",20240607,6,1,24,"Prothonotary Warbler",0.287448137998581,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060100.wav",23,0.2,NA,NA
"1011",1011,67005,"UF2-4",20240606,6,2,54,"Prothonotary Warbler",0.358733415603638,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060200.wav",23,0.2,NA,NA
"1012",1012,67001,"UF3-7",20240622,6,1,51,"Prothonotary Warbler",0.219326436519623,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240622_060100.wav",25,0.1,NA,NA
"1013",1013,67000,"UF3-9",20240605,6,2,57,"Prothonotary Warbler",0.281737715005875,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060200.wav",23,0.2,NA,NA
"1014",1014,67007,"UF2-9",20240526,8,3,57,"Prothonotary Warbler",0.216653794050217,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240526_080300.wav",21,0.1,NA,NA
"1015",1015,67006,"UF2-6",20240607,6,2,3,"Prothonotary Warbler",0.490777522325516,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060200.wav",23,0.2,NA,NA
"1016",1016,67005,"UF2-4",20240603,7,1,21,"Prothonotary Warbler",0.22777958214283,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240603_070100.wav",23,0.1,NA,NA
"1017",1017,67007,"UF2-9",20240605,7,2,48,"Prothonotary Warbler",0.255638182163239,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_070200.wav",23,0.2,NA,NA
"1018",1018,67003,"UF2-1",20240606,8,4,12,"Prothonotary Warbler",0.223578110337257,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_080400.wav",23,0.1,NA,NA
"1019",1019,66998,"UF3-1",20240605,8,1,54,"Prothonotary Warbler",0.3152676820755,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_080100.wav",23,0.2,NA,NA
"1020",1020,67004,"UF2-12",20240607,6,2,15,"Prothonotary Warbler",0.239689067006111,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060200.wav",23,0.1,NA,NA
"1021",1021,67005,"UF2-4",20240606,6,3,3,"Prothonotary Warbler",0.29107004404068,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060300.wav",23,0.2,NA,NA
"1022",1022,66998,"UF3-1",20240605,8,1,42,"Prothonotary Warbler",0.278772801160812,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_080100.wav",23,0.2,NA,NA
"1023",1023,67005,"UF2-4",20240605,6,1,9,"Prothonotary Warbler",0.444704949855804,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060100.wav",23,0.2,NA,NA
"1024",1024,67001,"UF3-7",20240627,6,3,48,"Prothonotary Warbler",0.272560358047485,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240627_060300.wav",26,0.2,NA,NA
"1025",1025,66998,"UF3-1",20240605,6,3,54,"Prothonotary Warbler",0.244673997163773,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060300.wav",23,0.1,NA,NA
"1026",1026,67007,"UF2-9",20240603,6,1,51,"Prothonotary Warbler",0.299863517284393,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240603_060100.wav",23,0.2,NA,NA
"1027",1027,67007,"UF2-9",20240605,6,0,39,"Prothonotary Warbler",0.283716440200806,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060000.wav",23,0.2,NA,NA
"1028",1028,67007,"UF2-9",20240607,6,3,3,"Prothonotary Warbler",0.354679763317108,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060300.wav",23,0.2,NA,NA
"1029",1029,67007,"UF2-9",20240606,6,1,18,"Prothonotary Warbler",0.319208890199661,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060100.wav",23,0.2,NA,NA
"1030",1030,66998,"UF3-1",20240612,6,2,42,"Prothonotary Warbler",0.274923771619797,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240612_060200.wav",24,0.2,NA,NA
"1031",1031,67007,"UF2-9",20240607,6,2,42,"Prothonotary Warbler",0.484368354082108,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060200.wav",23,0.2,NA,NA
"1032",1032,67007,"UF2-9",20240603,8,3,30,"Prothonotary Warbler",0.271140605211258,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240603_080300.wav",23,0.2,NA,NA
"1033",1033,67006,"UF2-6",20240606,6,0,0,"Prothonotary Warbler",0.543447852134705,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060000.wav",23,0.7,NA,NA
"1034",1034,67005,"UF2-4",20240609,8,0,15,"Prothonotary Warbler",0.307416439056396,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080000.wav",23,0.2,NA,NA
"1035",1035,67003,"UF2-1",20240607,6,1,6,"Prothonotary Warbler",0.385784864425659,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060100.wav",23,0.2,NA,NA
"1036",1036,67004,"UF2-12",20240610,6,4,12,"Prothonotary Warbler",0.311661392450333,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240610_060400.wav",24,0.2,NA,NA
"1037",1037,67006,"UF2-6",20240525,6,2,48,"Prothonotary Warbler",0.269343376159668,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240525_060200.wav",21,0.2,NA,NA
"1038",1038,67007,"UF2-9",20240609,8,3,36,"Prothonotary Warbler",0.50178337097168,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080300.wav",23,0.7,NA,NA
"1039",1039,67005,"UF2-4",20240605,6,1,15,"Prothonotary Warbler",0.23498098552227,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060100.wav",23,0.1,NA,NA
"1040",1040,67006,"UF2-6",20240607,6,2,21,"Prothonotary Warbler",0.422438681125641,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060200.wav",23,0.2,NA,NA
"1041",1041,67000,"UF3-9",20240607,7,2,57,"Prothonotary Warbler",0.262396365404129,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_070200.wav",23,0.2,NA,NA
"1042",1042,67006,"UF2-6",20240612,8,2,57,"Prothonotary Warbler",0.257990568876266,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240612_080200.wav",24,0.2,NA,NA
"1043",1043,67000,"UF3-9",20240601,6,2,33,"Prothonotary Warbler",0.212324202060699,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240601_060200.wav",22,0.1,NA,NA
"1044",1044,67007,"UF2-9",20240609,8,3,30,"Prothonotary Warbler",0.200219839811325,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080300.wav",23,0.1,NA,NA
"1045",1045,67007,"UF2-9",20240528,8,4,27,"Prothonotary Warbler",0.34690660238266,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240528_080400.wav",22,0.2,NA,NA
"1046",1046,67000,"UF3-9",20240605,6,3,54,"Prothonotary Warbler",0.224452763795853,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060300.wav",23,0.1,NA,NA
"1047",1047,66998,"UF3-1",20240607,6,2,30,"Prothonotary Warbler",0.229784563183784,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060200.wav",23,0.1,NA,NA
"1048",1048,67007,"UF2-9",20240519,6,1,39,"Prothonotary Warbler",0.228555366396904,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240519_060100.wav",20,0.1,NA,NA
"1049",1049,67006,"UF2-6",20240603,6,4,42,"Prothonotary Warbler",0.327697992324829,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240603_060400.wav",23,0.2,NA,NA
"1050",1050,67007,"UF2-9",20240609,8,1,0,"Prothonotary Warbler",0.241147190332413,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080100.wav",23,0.1,NA,NA
"1051",1051,67007,"UF2-9",20240607,6,2,39,"Prothonotary Warbler",0.564271748065948,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060200.wav",23,0.7,NA,NA
"1052",1052,67000,"UF3-9",20240607,6,1,33,"Prothonotary Warbler",0.261578977108002,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060100.wav",23,0.2,NA,NA
"1053",1053,67004,"UF2-12",20240607,6,4,0,"Prothonotary Warbler",0.673122465610504,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060400.wav",23,0.7,NA,NA
"1054",1054,66998,"UF3-1",20240605,8,2,0,"Prothonotary Warbler",0.249896094202995,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_080200.wav",23,0.1,NA,NA
"1055",1055,67001,"UF3-7",20240625,7,3,9,"Prothonotary Warbler",0.262954860925674,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240625_070300.wav",26,0.2,NA,NA
"1056",1056,67005,"UF2-4",20240606,6,2,48,"Prothonotary Warbler",0.305804878473282,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060200.wav",23,0.2,NA,NA
"1057",1057,67007,"UF2-9",20240523,6,0,9,"Prothonotary Warbler",0.211142063140869,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240523_060000.wav",21,0.1,NA,NA
"1058",1058,67005,"UF2-4",20240607,6,2,42,"Prothonotary Warbler",0.362407088279724,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060200.wav",23,0.2,NA,NA
"1059",1059,67007,"UF2-9",20240606,6,0,3,"Prothonotary Warbler",0.307432055473328,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060000.wav",23,0.2,NA,NA
"1060",1060,67004,"UF2-12",20240519,6,4,30,"Prothonotary Warbler",0.219612538814545,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240519_060400.wav",20,0.1,NA,NA
"1061",1061,66998,"UF3-1",20240605,8,4,42,"Prothonotary Warbler",0.21943087875843,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_080400.wav",23,0.1,NA,NA
"1062",1062,67003,"UF2-1",20240527,7,2,9,"Prothonotary Warbler",0.306580185890198,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240527_070200.wav",22,0.2,NA,NA
"1063",1063,67000,"UF3-9",20240605,8,0,18,"Prothonotary Warbler",0.221570268273354,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_080000.wav",23,0.1,NA,NA
"1064",1064,67007,"UF2-9",20240609,8,2,48,"Prothonotary Warbler",0.355349034070969,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080200.wav",23,0.2,NA,NA
"1065",1065,67006,"UF2-6",20240607,7,4,39,"Prothonotary Warbler",0.226014256477356,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_070400.wav",23,0.1,NA,NA
"1066",1066,67007,"UF2-9",20240607,6,0,30,"Prothonotary Warbler",0.320755064487457,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060000.wav",23,0.2,NA,NA
"1067",1067,67005,"UF2-4",20240606,6,0,3,"Prothonotary Warbler",0.289929181337357,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060000.wav",23,0.2,NA,NA
"1068",1068,67001,"UF3-7",20240618,8,4,42,"Prothonotary Warbler",0.226422846317291,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240618_080400.wav",25,0.1,NA,NA
"1069",1069,67003,"UF2-1",20240527,7,1,30,"Prothonotary Warbler",0.28298619389534,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240527_070100.wav",22,0.2,NA,NA
"1070",1070,67003,"UF2-1",20240603,7,2,0,"Prothonotary Warbler",0.284398078918457,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240603_070200.wav",23,0.2,NA,NA
"1071",1071,67006,"UF2-6",20240606,6,2,9,"Prothonotary Warbler",0.287875562906265,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060200.wav",23,0.2,NA,NA
"1072",1072,66998,"UF3-1",20240605,8,1,3,"Prothonotary Warbler",0.255391001701355,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_080100.wav",23,0.2,NA,NA
"1073",1073,67007,"UF2-9",20240605,6,2,27,"Prothonotary Warbler",0.272808045148849,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060200.wav",23,0.2,NA,NA
"1074",1074,67007,"UF2-9",20240606,6,0,12,"Prothonotary Warbler",0.348956674337387,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060000.wav",23,0.2,NA,NA
"1075",1075,67007,"UF2-9",20240607,8,3,54,"Prothonotary Warbler",0.247725069522858,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_080300.wav",23,0.1,NA,NA
"1076",1076,67003,"UF2-1",20240607,6,1,54,"Prothonotary Warbler",0.52226984500885,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060100.wav",23,0.7,NA,NA
"1077",1077,67006,"UF2-6",20240606,6,4,51,"Prothonotary Warbler",0.529566884040833,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060400.wav",23,0.7,NA,NA
"1078",1078,67003,"UF2-1",20240607,8,1,39,"Prothonotary Warbler",0.23120903968811,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_080100.wav",23,0.1,NA,NA
"1079",1079,67007,"UF2-9",20240519,6,0,36,"Prothonotary Warbler",0.367331624031067,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240519_060000.wav",20,0.2,NA,NA
"1080",1080,67006,"UF2-6",20240608,6,2,48,"Prothonotary Warbler",0.2230474203825,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240608_060200.wav",23,0.1,NA,NA
"1081",1081,67004,"UF2-12",20240606,6,0,3,"Prothonotary Warbler",0.207667738199234,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060000.wav",23,0.1,NA,NA
"1082",1082,67005,"UF2-4",20240609,8,2,21,"Prothonotary Warbler",0.301956176757812,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080200.wav",23,0.2,NA,NA
"1083",1083,67005,"UF2-4",20240606,6,4,57,"Prothonotary Warbler",0.521452784538269,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060400.wav",23,0.7,NA,NA
"1084",1084,67005,"UF2-4",20240606,6,4,48,"Prothonotary Warbler",0.277398586273193,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060400.wav",23,0.2,NA,NA
"1085",1085,67007,"UF2-9",20240609,8,2,12,"Prothonotary Warbler",0.366932302713394,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080200.wav",23,0.2,NA,NA
"1086",1086,67006,"UF2-6",20240521,6,4,45,"Prothonotary Warbler",0.302256047725677,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240521_060400.wav",21,0.2,NA,NA
"1087",1087,67006,"UF2-6",20240607,7,1,48,"Prothonotary Warbler",0.314408630132675,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_070100.wav",23,0.2,NA,NA
"1088",1088,67006,"UF2-6",20240611,6,0,39,"Prothonotary Warbler",0.29376882314682,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240611_060000.wav",24,0.2,NA,NA
"1089",1089,67007,"UF2-9",20240603,6,3,15,"Prothonotary Warbler",0.373890787363052,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240603_060300.wav",23,0.2,NA,NA
"1090",1090,67007,"UF2-9",20240528,6,2,15,"Prothonotary Warbler",0.214689314365387,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240528_060200.wav",22,0.1,NA,NA
"1091",1091,67005,"UF2-4",20240609,8,1,30,"Prothonotary Warbler",0.258198112249374,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240609_080100.wav",23,0.2,NA,NA
"1092",1092,67004,"UF2-12",20240605,6,0,39,"Prothonotary Warbler",0.273214519023895,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060000.wav",23,0.2,NA,NA
"1093",1093,67005,"UF2-4",20240606,8,3,54,"Prothonotary Warbler",0.216804891824722,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_080300.wav",23,0.1,NA,NA
"1094",1094,67005,"UF2-4",20240606,6,4,42,"Prothonotary Warbler",0.295732229948044,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240606_060400.wav",23,0.2,NA,NA
"1095",1095,67007,"UF2-9",20240605,7,0,51,"Prothonotary Warbler",0.247484505176544,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_070000.wav",23,0.1,NA,NA
"1096",1096,66999,"UF3-2",20240607,8,0,12,"Prothonotary Warbler",0.205373153090477,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_080000.wav",23,0.1,NA,NA
"1097",1097,67007,"UF2-9",20240605,6,1,24,"Prothonotary Warbler",0.299088567495346,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240605_060100.wav",23,0.2,NA,NA
"1098",1098,67000,"UF3-9",20240607,6,0,9,"Prothonotary Warbler",0.318557620048523,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240607_060000.wav",23,0.2,NA,NA
"1099",1099,67005,"UF2-4",20240613,7,3,12,"Prothonotary Warbler",0.203993394970894,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Prothonotary_Warbler\20240613_070300.wav",24,0.1,NA,NA
